Sentiment,Tweets
1,meanwhile i feel trapped alone severely depressed with thoughts of suicide i got down to pounds iâ€™m usually people made rumors i was doing drugs because i was so skinny boys made jokes about how i used to have a nice ass but now i looked like a druggy
0,@mileycyrus http://twitpic.com/2y606 - Cute puppy dog x i dont see the point of leaving comment as probably no one will read it xxxxxxx 
0,@qtbrowneyes - my avatar? LOL! yup. new FF. new Avatar. Everyone started changing theirs now too 
0,my ex boyfriend once blamed me for making the freckles on his skin raise above the surface. he thought I'd done it to him.  i said wtf
0,@k1tten lol supp it aint fucked 
0,"@tothepc Did you check out http://www.weboword.com We aren't a dictionary, but we are all about Visual Vocabulary!  Come have fun."
0,@MrSocial sounds gooddd 
0,@heidimontag FKN FAKE THATS WHAT BUT I FUKIN LUV U  AND LAUREN IS SUCH A BITCH.
0,i got a blue dsi and i loves it 
1,i just want to sleep forever
1,"continue ignoring me
continue hurting me
continue making me feel that iâ€™m worthless"
0,Going to bed after this show goes off.  lifes pretty grand.
0,Needs starbucks 
0,@jfreem94 got a grade of 96.8/100 on @grader.  Check it out:  http://twitter.grader.com/jfreem94. Twitter fun! 
1,two more lives taken from this world on saturday and two survivors that have to live with that trauma i donâ€™t even know what to say anymore
1, nationalism is what gives us independence and freedom itâ€™s not about race we donâ€™t want to live in a one world government
0,@beijingboyce &quot;ice&quot; Why? 
0,"Good enough.. time to go sleep off whatever I can, be happier tomorrow ? here's Hopin.. go check my Fb. for what is in store for me now. "
0,Rise and Shine..... 
0,"@NickiCawood lol, we think too much "
0,@warrenparkinson the production is called Block Party. We dance while playing and making constructions with huge blocks 
1, i wanted to die but understandable
0,@robs_maid thanks 
0,"@Luke_Stephens: I just said I was wondering about it, not that I wanted it. "
0,can't wait for ball season to start in 3 weeks!  Getting my ball equipment home this week 
1,i donâ€™t have anything to promote but you can remember to vote on november th and help save the world â€™ idk bout yal but iâ€™m not ready to die in !
1,"as a survivor of personal violence every single report of a death of someone is not good for my mental health it could have been me it would have been me in different spaces 

men step up! itâ€™s your turn now to make the world better"
1,thatâ€™s just poverty and suffering for someone who actually had to live this scenario most of my childhood sometimes being the one doing the sacrificing for my little brother take off the fucking emoji hearts thereâ€™s nothing sweet about this yâ€™all love to glamorize suffering 
1,i just finished watching hart of dixie all the way through for the second time and i am literally sobbing my eyes out full on heavy breathing snot and tears what is wrong with me
1," you are worthless 

i literally would not even sneeze on you 

my existence means more than yours 

my life means more than yours 

it will not even be noticed when you die 

i am better than you 

and your anger and pain and that struggle is hil-fucking-larious"
1, lol imagine working at the daily caller and not wanting to kill yourself at the end of every day
1, ikr can we try to impeach him or something i dont wanna live like this anymore 
1,and if i have to transfer itâ€™s going to make me insanely depressed and constantly be sad that i wonâ€™t be around them nor live so close to them anymore right now i am only working part time and iâ€™m trying really hard to be full time but things are taking way to long
1,"a song about my current headache

head is hurting again
oh how i want it to end
trying hard to ignore 
but end up dying more 

falling deeper in this hole
mind clouding pour-
ing thoughts oh no

i think of the day when it well be over
but it continues forever

"
0,@UtopiaArmoury Bedtime at 4am!! LOL  Get some rest!!  It's great to have you on board!  
1," really enjoyed the events it was enriching from a designers point of view to hear first hand accounts of living in the flats but also their historical economical and scientific context corporation green shown below
 eoin "
0,is soooooooooooooooooo glad taylors back 
0,"@trentvanegas twitter ain't broke, Trent, they got plenty of dough "
0,"@lhawthorn What a coincidence! I was just stalking your Twitter feed and the GSoC news. ;) I'm doing great, thanks. How about you? "
1,once you experience what its like to live under a functional economy youll never want to go back dont ever normalize zimbabwe its in shambles
0,@EmmaLight I'd forgotten about that  We need to do that again sometime.
0,"@RebeccaLange Thanks, yes I'm hanging from the rafters here, also had to cope with my employee having 2 days off... C U @ another tweetup "
1, we pray for each otherâ€™s happiness we support one another when life hits us hard we bring music art and philosophy together we empower youth because in their hands is the power to change the world for something greater there is too much hatred in this world
1,dear you swore to protect this country against all enemies both foreign and domestic do so now declare marshal law and unleash the full force of our military on this horde heading for our border and dismantle the deep state within our border end it! 
1,iâ€™m going to put this out there at the moment iâ€™m not alright iâ€™m safe as iâ€™m not going to do anything to hurt myself but my body is and mind are mentally drained
0,"I'm reading some more of Agile Principales, Patterns and Prictices in C#, it's quite a good read actually it flows quite well so far "
1,that foreskin video was just too much for this time in the morning i never want to see a man stretch out his genitalia and pour in alcohol ever again feel like it shouldnâ€™t be too much to ask yet here it is all over my timeline
1,i swear i hate introducing myself to the class you niggas donâ€™t need to know me
1," watched ""drowning in plastic"" last night im not lying i had tears in my eyes well done on an incredible thought provoking programme"
1,better to fight for something than live for nothing
0,i'm twittering from my new iphone love it! 
1,"me tells dad i donâ€™t want to wake up and have no motivation whatsoever
dad tells me i have to get used to it"
1,reading it and maeve you bitch! omg idc about erawan at all right now if no one kills maeve i might as well go into the book and kill her myself agshdahdjahaffafajfkw
0,"I don't know why I still find this hilarious after hearing it like 200 times in a row, but I doooo  ? http://blip.fm/~3x8ok"
0,@effyobie STOP SPEAKING IN SUCH A SOPHISTICATED WAY PLEASE. it's hard for me to keep up!! 
1, im watching this thread at am in a sleepless night and i dont know if it just both decreased my ability to sleep tonight and increased my will to die or not
0,@robjjones Moody Woods is absolutely awesome 
1,jazz news brexit how end of free movement will affect all musicians 
0,@deon upload di indowebster dong banggggg 
0,@dagfinnr  any reason in particular?
0,@adriyah im confused about how to enter the contest! please help! 
0,@scenariogirl I know one dog friendly office  We are working there. 
0,"@Jennifalconer you too, good luck with the photoshoot, sure youll be fine! "
1,the only thing that has stopped me from killing myself thus far is my mom if she wasnâ€™t around i wouldnâ€™t be tweeting this right now 
1,i donâ€™t want to be alive anymore i deserve to die
1,i dont wanna go to sleep i just want this weekend to last forever
1,i remember when i was little and whenever i would fall asleep somehow i would end up waking up in my bed the next morning that shit used to excite me and have me sleeping on the coach more often just so â€˜god could teleport meâ€™ wow i was so naÃ¯ve to have listened to my cousins
1,how do i get over him its hurting and all i want to do is curl up against him and hear him tell me itll be ok
1,if iâ€™m being polite and you not doing your job right and you being a salty bitch iâ€™m not acting like a millennial anymore iâ€™ll tell you that youâ€™re worthless you fucking bitch
0,@jonconnelly lol! Nope.. I'll still be in my 20's for another year. 
1,rogue used to watch them in the desert as a kid myself regardless potus has help to a point i would guess supposedly there are rules and whatnot like a star trek version of roe humanitys free will of choice decides whether the outcome is neg or pos
1,she wont even be here to hold me hand when i have my baby like who df gone be there for me i want my mama there ðŸ’” rest easy beautiful
0,@kensutz I was slightly swayed by that too 
1,seen a black widow in my room right now grabbed my chancla to kill it but when i turned back that fucker was gone iâ€™m tired as hell so iâ€™m going to sleep and if i die i die 
0,Turns out Cookie Crisp was mildly-er appetizing 
0,@stefanooldeman My pleasure 
1,"instead of thinking ""i cannot do music now my dream is over"" i will just give up my career and have other profession i just dont want same things to happen to anyone in kpop industry - lee seokcheol; 

justicefortheeastlight 
oh dear i want to hug u
"
1,"it - and iâ€™m just now waking up 

i donâ€™t want to leave my bed because i have nothing planned today but if i lay here anymore i know iâ€™ll be here all day just crying about stupid shit so letâ€™s start the day "
0,@flamingindigo @natalielim click mouse! hahaha... i dont work with mice. 
0,going shopping in Reading in bit   and having lunch with mum   now just got to decide pizza or pie place for lunch....??
1,i have this giant x sketch that i needed for a class that i dont take anymore and i have no idea what to draw in it ðŸ¤”
0,@lorennn i just rofled. seriously. splahed in your eye. classic loren  still laughing
1, jessicawhy not just give it up already why the tribalismlike you have to stick with the demswhen you want so badly to jump on the trump trainthe trump train is a winning rideyou are on a losing onetrump is usadems are self self self 
0,just watched &quot;how to lose a guy in 10 days&quot;. i might have cried a little 
1,"Â« hi-ka-ri

even her name meant â›lightâœ and thatâ€™s how he felt when he was near her 

and for much as he publicly derided such notions he secretly wished to have this time live on forever somehow

this time where in her mind he was just cyrus nothing more Â»"
0,@theroundup If he doesnt show up...i can reccomend an amazing mortgage broker 
0,Not even 9am and I'm already advanced with my today's plans. It's gonna be a productive day  I'll watch 24 during lunch...
1,fuck just realized if this neck pain progresses as it has been i may end up physically disabled hopefully i make some progress at the doctors appointment i just scheduled
1,i look at so many people differently now and i donâ€™t believe anything anyone says anymore simple because everyone has lied to me this year family and friends included and i take it to heart because i keep it real with everybody smh
0,"hehe, I'm such a dork, but I like my hat anyway.  "
0,Duncan Riley: News Ltd team: you quoted me: all is forgiven (just promise not to threaten to sue again  )... http://ff.im/1Y1GP
1,i need to get in a better relationship with god iâ€™m drowning emotionally and need help
0,"If you could see me now! Sat here with Tartan blanky across my lap like OAP, hair looking like a knitted rug, bright pink Pj's &amp; a smile! "
0,@Babybandit my sister is like really good so i don't need to shout at her or something  makes my job easier. its fun working with kids 
1,i wish everything would change in my life one day i really dont want to be like this anymore it hurts so much you really are here in my hardest times always thankyou so much twt 
0,veto the bed im watching MIB! 
0,in the process of making doll no. 2 and it's looking heaps better and cuter 
1, you know i think that not containing him might be the fastest way to end this national nightmare
0,Asking everyone to send out happy 'head-first' vibes to @cosmicgirlie  
0,i just cut my hair and it actually looks a lot better ahaha 
1, wow thats insaneawesome what an experience! cant wait to see what you get upto on your journey! yeah i was born in cambs but live in ely at the moment im moving to canada for a few years - nothing quite as energetic as you guys though!
1, if you mean leave twitter you certainly can go ahead if you want to if you mean leaving life absolutely not you still have so much to live for and you have changed so many lives its not worth it to end it all when theres still so much waiting for you i promise
1,sometimes you just want to leave everything and give up
0,@officialTila I want some steak and milk. 
0,@ERINDIGIOIA it's takes awhile to sink in but one you get it it's addictive! 
0,@netik no doubt   I love the seemingly random stats.  I'm going to have to incorporate that &quot;26%&quot; into a presentation somewhere.
0,@MerCleve go to sleep. I hope u pee on yourself in the middle of the night.  I'd hate to have to beat u on the golf course tomorrow. 
0,@coffeeonline I really hope to visit someday.  Seems like a lovely place.  
1, hes in that religious cult im a christian but highly liberalhim not so much and yes he really believes there are people who are worthless for being poor lazy etc he drinks the koolaid every single day with these talk radio and fox news hosts
0,"@sarakgee  im not sur ehon, im coming with 2 more people, we have like 10 days. How bout ya'll come ot LA? "
0,@marshawrites Thanks so much! 
1,when my mind gets to a dark place i want to disappear
1,i need to stop saying i want to kill myself i said it in work today and a customer looked at me so weirdly
0,will invite people to twitter. 
1,rare jewels are hard to find and especially diamonds yet if you whittle them down they are worthless people are the same and in life we have only so many chances if you damage the jewel it is never the same doctorwho tardis jodiewhittaker doctor 
1,belated shout out to i had some of the hardest weeks of my life this month it was hard to believe things would get easier but i kept looking forward to seeing death cab in st augustine as usual it was so worth the wait thank you for today - and for saturday ðŸ’™
0,@carmanuals @DoItYourselfs @Electricity101 I see your M.O. there  #rofl
1,iâ€™m praying for the best right now leaving the hospital got me so nervous
1,warned about and quite honestly they dont seems to be proposing much besides moaning how evil donald is its kinda tiresome really now im leaving
0,"@PapaLazarou aha! 2 points to Ang, 0 to Kilian. I'm getting better at this "
1, the best offer that will automatically turn back on when you revise a listing so you have to keep an eye on that as far as the buy it now we removed the duration option so it will relist for free after days but you can always end a listing whenever you want britt
1,"lol - see this thread
these tools like acosta etc dont realize that if they didnt exist wed want to invent them

journalism 
txlege copolitics "
0,"@JonathanRKnight Hi Jon! Great to hear from you! See you on the cruise, I cannot wait! Hope all is well on the Knight bus!  You are loved!"
1,iâ€™m so fucking awkward i hate myself lmao
0,@fossiloflife boy... online-ish... 
1,literally donâ€™t want to get off the bus and walk to my boyfriends house on my own because of how dark it isto be a woman is not to be fearful of everywhere i go by myself i hate this so muchðŸ¤ ðŸ¤ 
1,- i just need aarti to fuck off out my life because i hate her ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£ðŸ¤£
1,"from now on-wards every project you take up treat it like your baby there will be moments when youll feel like it just cant be done anymore but go back to the drawing board and ask yourself ""am i going to quit on my baby"
1,"im sitting in a coffee shop in england safe and removed from so much horror

and my heart is gripped with fear and concern for my american sibs i dont want you to disappear i dont want to mourn you you deserve happiness and safety and peace"
1,àª²always hope for better things to happen even though we just want to give upàª¸
1,"he hath not dealt with us after our sins; nor rewarded us according to our iniquities"" -psalm i am so thankful that gods goodness has nothing to do with my goodness! it has everything to do with his amazing grace! live faithfully for the one who gives you so much"
1,i actually feel like iâ€™m fucking drowning and i wish somebody would just end me already lol
1,i just want to disappear
1, they truly believe that we have some advantage over them in a system they created they dont want to face the facts of the past white people are like spoiled children dacs are the most hated on the planet no one likes us we arent supposed to be here 
0,G'm ya'll! Tired tis' morn. Runnin round cleanin &amp; DYIing like a headless chicken!Hubby &amp; I did a brilliant job on our new bathroom floor 
1,"lmao i donâ€™t think yâ€™all actually understand
i wanna 
 
âœ‹
 \ 
 | \ 
 \ 

kill myself
 
 ðŸ¤£
ðŸ‘Š | \
 \"
1,youtube is down i just found out i got waitlisted for magfest what a time to not want to be alive 
1,"aqui estÃ¡ uma mÃºsica para vocÃªâ€¦ i donâ€™t want to be here anymore de rise against
"
0,making dinner with my son 
0,@blueflameit I wish they are all ex red arrows and I have had the privilege of flying with them  http://theblades.biz
0,can't access his bank account ;) this is going to be fuuuuuuuun 
0,"@milagro88 LOL! That's ok. Yeah, we did.  He's looking forward to Thursday since we're going around for Visita Iglesia. 14 churches!"
0,"@maxxiecat you joined twitter to make me happy  besides, my loving family is your family too and we communicate this way, LOL"
1,"â €â €

 â› â› ðð„ð– ð“ð‡ð„ðŒð„

â €â € 
 âœµ 
 ã€€ Â· â‹† ã€€ âœ· 
ã€€ Â· âœ· ã€€ ã€€ âœ§
â €

 à¿ à½´ ; ð’•ð’‰ð’† ð’…ð’†ð’—ð’Šð’ ð’Šð’ ð’Žð’†
 i dont want to wake it up
 gotta wake up come back
 
â €â €
â €â €
â €â € "
0,"@iphigenie up up and away!  btw i'm currently using the opera 10 alpha and, apart from 1-2 annoying bugs, it rocks."
0,@Fran6 thx 
1,i just completed an entire assignment but posted it under the wrong link and now i hate my life
0,@suehenry Great thank you I might chat with him. Thanks 
0,9.04 Beta. painless upgrade. 
1,i stood in front of the mirror and saw a sad soul crying in silence desperate to be numb coz shes tired of feeling the pains of being left alone realizing how happy she was is how sad she is now
0,Setting up new systems for contributors 
1,real niggas donâ€™t make the pain stop baby is you gone ride meâŒšï¸ðŸ¤´ðŸ¾
1,life for me is difficult & i know it is for a lot of other people too itâ€™s hard to figure this thing out but just know even tho we feel alone your not im here!â€”ðŸ¦‹more everything soon promise always working for u guys -skies
1,garciaa you are so stunning and beautiful! anthony isnâ€™t worth your time of emotions just smile and get lit because girl you are living the single life!!
1," i love my paddy jokes if you cant take the piss out yourself then you cant take the piss out of others and if you cant take the piss out of others then life isnt worth living
"
0,@ravensymone hayy! big fan love your music and your show !! 
0,Elvis isn't dead he just took home &quot;quote! MIB 
0,@rosekimknits Thanks  Now I need to find a real excuse to not splurge on yarn.
1,two feet - i feel like im drowning espaÃ±ol vÃ­a 
0,@brettbodine I'd email 'em back TMI 
1,i failed fancafe twice for stupid reasons i dont want to try anymore
0,@lesliemalason5 U r having an epic moment of clarity aye? 
0,"@chiefchimpanzee I was expecting &quot;the screen&quot; in reply, but you came close... "
1,"does anyone know how to use megashare i uploaded all my fancam from day live n meet and got eoy and want to delete all those files on my sdcard 
im not using gdrive anymore bcz it has gb storage only ðŸ’”"
1,i give up no motive to live anymore fuck my life
1,i couldnt hurt myself bc i havent earned the right to
0,@ingridmusic I can't wait! I'll def. come out to see you when you come to Portland 
0,Saddle Ranch Comedy night. Then back to the boy's house 
1, please grow up and stop disrespect her or any disable person you know what i like you to be in pain just and to cope with that surgery of the spine got wrong
0,@LovesBrooklyn2 he has that effect on everyone 
0,@mikeyway Cute 
1,"me â€œi really need some sleep this cold is killing me iâ€™ll go to bed when i get home from workâ€ 
also me stays up until am watching die hard"
1,why is wal-mart trying to start shit with me all i want to do is make money honestly but this manager is trying me at every turn if me of all people gotta become a cold blooded capital bitch its gone be some shit thursday
0,@louisepb You've come to the right place. I own an office interiors company!  How big would you like your desk?
1,feel like im drowning cant catch my breathe
0,@Pussycat253 it will all be worth it in the end 
1,corporate advertising substituting as politics and brand loyalty as substitute for a meaningful sense of identity is being propagated by people who want to make the world a living hell on the gamble that they wont be able to tell the difference when they die
1,people think because you stop fuckin wit them you automatically Â“hateÂ” them nah i just donÂ’t need that negativity in my life
1,szn itâ€™s funny when the current players and past players riding for the guy yet the clueless fans want him gone the players are playing for hue what part of that donâ€™t you get m they bring in some one else it will be back to square 
1, just finished work and want to sleep forever
1, a worthless legalism theres is only the pareto principle and nothing more dont mortify yourself with cucking for a faceless company or whoever you give your life to the monetary compensation for your time will never be enough contracts would have you on chains if they could
1, blackness isnt a costume for other races take the time to look into the origins of black face minstrel shows and jim crow its not socially acceptable anymore if you admire someone of color and think of them highly you should respect these cultural boundaries
1,having anxiety&depression is like being scared&tired at the same time itâ€™s like the fear of failure but no urge to be productive itâ€™s wanting friends but hate socializing itâ€™s wanting to be alone but not wanting to be lonely it feels everything at once so itâ€™s like ur numb
1,when will this pain end when will i stop feeling like this i just want it to stop
1," so if you yemenis dont want people to die then why did you start a war
and how is it the us faulth that you start wars"
1,i just wish the doctors could figure out what is wrong with me
0,Good mornin' people (for the brits at least) 
0,"@frog_blurb Absolutely - sometimes a lot longer too. But I'm playing maybe 5 instruments, then 4 or 5 backing vox - it takes time "
1,no i dont really want to be a famous rapper that idea is long gone but i do want to record everything that ive been feeling over the years i have a lot of stuff written that is relatable and i think people might appreciate it
1," ""thats okay! i still have a half a jar at my hideout its not far from here ill go get it!"" 

theo eagerly hopped up already at the door by the time he spoke again

""ill be super quick dont want my waffles to go cold"
1,i got nauseous listening to that ðŸŠ twatwaffle speak and say he was a nationalist i turned it off after he encouraged his deplorables to use that word this is getting iâ€™m leaving the country scary now we canâ€™t let this opportunity go resistancerises voteblue orangemanbad
0,"@thebigfelafel Oh, just saw this reply, I guess ignore number 2 in my DM "
0,"@TomFelton i agree. i do love prodigy though  - HELP PLEASE -out of thorpe park, disney .. etc-what do you think is best for a 17th bday x"
0,"@willkuhn Granular synth tutorial = cute  Oh, and very informative, too."
0,"@katpaps Well, I must say, your comments have even got me thinking his hair looks rather sexy, so I doubt she has much chance to resist "
1,word im in ap stats and i want to end it all
1, do what you can to stop the opioid crisis but please do not create laws that prevent folks from getting necessary pain medications
1,"yâ€™all i am lowkey scared to put on a costume and go to this convention 



whatâ€™s crazy is this isnâ€™t the first time iâ€™ve dressed up and went somewhere tf is wrong with me"
0,Thanks to everyone who voted for our owner Joey to victory in the MC election! 
1,i donâ€™t understand what people mean when they ask â€˜where did you come fromâ€™ do you want me to tell you the entire biological process or where my ancestors came from or where i live what do you mean
0,@SteveCogan can send another if you're feeling you need some more 
0,Off to bed! Night people. 
1,real talk sometimes i think about how i have nothing else to for and ive seen bts live so im ready to but then namjoon does sh it like this and its like yo do you really wanna miss all this music
0,im happy because im going out 2 c my lil cuzons    is it right 2 feel like tht ?
1,"southpaw corbyn or remain you can support one but not both corbyns entire line on brexit is ""its happenign remain lost get over it"" he only ever criticises the government over their breixt crap because he want to be in power not because he actually wants to stop brexit"
1,iâ€™m going to force myself to take full body pictures in clothes outside of my comfort zone until i no longer hate what i see
1, your heart can stop from low potassium itâ€™s one of the most dangerous things to be low on iâ€™m constantly low on it and it causes really bad heart pain like it feels like someone is literally squeezing my heart please get of supplements you can easily die from that
1, im ready to die
0,"Bonjour Twitter... I'm going to buy the MacHeist Bundle...  designing a eshop again today, going to be expert in that!"
1,another day another exo teaser thatâ€™ll drop and end my life today!
0,"#heyxboxlive Probably need to sleep, got college classes to go to tomorrow. Goodnight Xbox Live and all the folks at Microsoft! "
1," ""im super strong and bullet proof i dont need to learn how to fight""

""oh no"
1,watched the entire lakers game last night until seconds were left in ot hate my life
1, agreed even if theres no deal yet the likelihood must be high enough for them to not want to take the risk lets face it hes gone finsup
0,Just up checking on the servers getting breakfast ready for Kevin 
1,"so i fear but i dont know what it is
so i want but i pretend i dont need
so is the pain of the stop of a loverâ€™s kiss
i throw my pages all away like shaking wrists"
0,@pingfm we love you too! 
1,i will do my part to end this nightmare on november th
1, as a non-drinker i dont need to be lectured on the reality of alcohol nonetheless advocating that this woman should die as a consequence is reprehensible it is perhaps posturing on your part though if not you really need to question your values
1, so the whole corey goode and david wilcock story is a fraud i just caught the end of your show last night too bad i was hoping it was all true and that we were on the brink of something amazing who is being truthfulanyone
0,It's nearly easter!!! yay!!! mmm chocolate 
1, you stood a real chance in fairness without my surname i would have ended up in a concentration camp with my surname i would have done some serious damage before a painful death
0,@lejeff oh pants! I'm hanging out with the old folks back  in England   Defo b up 4 1 when I get back. tho 
1, i never deep strike my wolf termies because the lore stated they never would they walk like russ intended! though that causes a lot of death to he fair
0,@JenGregory yea love radio 1 in the morning! how r u? yeah looking forward to tomorrow too  x
1,"guys--it was just so beautiful--the music the cath church the ""fairy dust"" the guitars the song everything anyway dont want to keep harping on that and i know youre excited about the tour and thats good for you its just it probably means you wont be here"
0,"@notytony @gau3 but some would say, the shoe must go on "
0,&amp; i played that shit out till the battery died ahaha!...good nite everyone 
0,@shaunjumpnow uhh..kay. oo say hi to bradie from rose...and from sarah.   hey were you in the film clip for shimmy a go go??
0,"@emandeleon sta mesa, hmmm not really sure but hey its in manila , i can get by.. "
1,im gonna say it i think some of these female activists arent wanting gender equality they want men to be nd class citizens its gone too far antimaleisathing damn if i get wolf whistled at- makes my freaking day!!!
0,is just about to do some uni work...need energyyyyyy   woop
1,hi my moots and followers those who care lol i got my suspended account back like finally i enjoyed being here but i wont be active in this account anymore i will move out to ecstasy so follow me there if you want ilyðŸ’œ
1,ight fellas iâ€™m about to hit the sack letâ€™s hope i die in my sleep
1," first of all nobody is going to text your phone 
next thing youâ€™re a real pain tbh lol more while me just wah fight you honestly you need to stop playing by the books and id like you a little more cause me nuh rate you"
1, rules id be happy to pay full freight to fly with my dogs ie three full fare seats i just dont want them put under in order to be put in cargo and then either have them die from depressurizationcold or worse wake up terrified in the hold so i board them instead
0,yay dancing with the stars in 40min!  haha wata nerrrd
0,@lockbox EC year is nicer and you can stay up til 2am only if you prefer 
0,@creativejenius long story man!! ill tell u one day when we have more time to talk  :[
0,@angiekaybee yep i saw him in february and i get to see @dfcook on may 8th. looking forward to seeing him again 
0,"@jhaebets Nah, AUS PC is more salesy (best left to the sales guys). We have 6 of the team going from Aus to Vegas in Oct. WWPC's my scene "
1, i rly thot this saidromantic amberdrew and wanted to die
1, no one is saying its groundbreaking tho btw when the love of your life is about to die youd want them to die happy if going to kerberos would assure shiro has done everything hed wanted before dying he should have let him i dont see adam as a good partner
0,for those who are puzzled by umtweeti wam 
0,@xShorty4Lifex white!! 
0,@staceysoleil  yep..lol  I was bored... Edward is hunting with the guys..
0,"@Mariuca Happy Tuesday, lovely! "
1,thereâ€™s some days where iâ€™m like fk yeah let me learn a new song on my keyboarduke but then i get to it and iâ€™m just like â€œnvm iâ€™ll learn it laterâ€ i hate myself
1,seriously wish i could just fall asleep already
0,"WOAH! Have never been so stoked, Ive just found out a way to move to London next year instead of in three  Im so happpy."
1,i hate my life 
1,i donâ€™t want to worry anymore about having a love life iâ€™m i have a whole life to live in front of me
0,@franceskim thanks i had a lot of fun...vegas is always a good time for me 
1, doing nothing isnt an option when it comes to this shitshower and being twitter blunt brexit is shitting inside our own house not bombing saddhamâ€™s heinous regime into dust weâ€™ll live with this shitshower for rest of my life appalled still at how glibly many take it
1, i spend the entire time swearing at myself and saying â€œi hate this!!â€ â€œpull yourself together woman!!â€ who even enjoys this fkn shitâ€ etc but then on the way home iâ€™m like â€œok glad thatâ€™s over same time tomorrow gymâ€ lol just think itâ€™ll all be worth it in the end ðŸ’• xx
1,i fucking failed my midterm for my online course which was worth so much everything is truly a mess and i canâ€™t cope up with any of this idk what to do anymore
0,@richardatnapton Hi  put a pic on! I have bought some nice green wellies
1,@ life just let me disappear i donâ€™t want to do this anymore
0,vacancy starring kate beckinsale and luke wilson gonna watch it  fariah lynnnnnn rocks !
0,@comeagainjen http://twitpic.com/2y2lx - and you are cooler than her she just wants the babiiesss O_O HAHAHAHA 
1, worth the read! science isnâ€™t my strong suit but common sense is! weather reports are wrong too much during the week for me to trust predictions about decades into the future! while living in nyc they said manhattan would be under water! that was the last lie me! fakes!
1, sucks he has cancer still dont like him never said i wanted the dude to die just said i didnt like him
0,@FUCKCITY dude you're totally rocking the stache!! Avocardo handrolls are so damn good.. Thanks for dinner insirstion Andy 
0,"@nicolerichie YES! lol...when you live in canada, anne part of your childhood. I grew up with all the books and tv series "
1, hunt get over yourself oldtimer i know you want to be bannablealso as a fan if your standup is not hitting sometimes it might need workshoppedall patrons cant bepc police out to get you
0,Woohoo! Its been a very long time since ivent goneback here in China. Aww. I miss Korea tuloy. I miss my fambam esp my cousins. Lmao. 
0,city all day soo happy to be home. school in the morning 
0,@MarlonRibunal thanks dude 
0,@michaelmagical Hello thank you 
0,"watching hairspray, as normal :3 I updated my myspace btw, check it out  [check it lauren ;) lmao]"
1,"life is so meaningless there is nothing worth a smile
everything is worthless no one who wants me to stay
no one will cry over me
im not worth any tears"
0,"eating frozen ribeana , yum "
1,i hate when people hit me up just to be nosy about my life donâ€™t even ask â€œhow are you doingâ€ just straight to being all up in my business blocked
0,@vaempyr it exceeded all of what I had imagined it would be 
1,"guy e dey pain me 

e pain me gan

because i wanted us to be the ones tk end this sarrriball and unbeaten boosheet "
1,i hate it all this life i hate college as if i wasnt already feeling like a failure you wanted to make it seem like my world is crashing down on me but news flash its been crashing down on me since i was bitch
1,i would walk a million miles on a hot summer day just to hold your toes your soft delicate toes in my hands and lick them until they evaporate i want to lick your toes like a piece of candy until they disappear and you are left toeless so that i can carry you on my back forever
0,"dum di dum, cant sleeep and can NOT do the stanky leg, FML. "
1,"ter stegan on messi ever leaving barcelona ""im not thinking about that and i dont want it to be now"" he said ""leo is happy here he feels comfortable hes spent his whole life here and we want him to feel comfortable"" "
0,@maleehaa you mean 'scared' and 'threatened'? 
0,@OfficialTL hey . . just got twilight on DVD . . loved it . . ! ! can't wait to see New Moon . . ! !  
0,Finally is a VERIFIED PayPal member 
0,"@Steve_Buscemi now now Steve.. it's not about the numbers... quality, not quantity! "
0,A motto for employees strategy day: &quot;If your future really depends on that day you are in trouble&quot;  Let's see how useful the day will be.
0,@zinedistro Your welcome. Looking forward to the event!!  Not long until May 1 now....
0,Nom food 
1,trece donâ€™t try and come to the lakers when you leave okc bro we donâ€™t want you anymore
1,if you truly know me you know i try to make everyone happy & i donâ€™t want to anymore as to my wedding my wedding party is based off of how i think others is going to feel & i donâ€™t want to hurt no ones feelings but iâ€™m hurting myself
0,"@Lemlina wow, that is very exciting! I would like a house too (we have an apartment) "
1,today is one of those days where i just want to curl up fall asleep and preferably never wake up
0,@StarChile.....ahhh.....alright. Thanks. Congrat's on your team's win today 
1,i should have gone to school to be a teacher because this is out of hand my poor baby doesnâ€™t even want to go to school she wants to be home schooled i have to figure something out she needs to be challenged more than she is at school and i donâ€™t really know where to begin
0,"@GABBYiSACTiVE mmmmmm coffee please, LOL "
1,although this post wonâ€™t matter to the majority i feel itâ€™s necessary i have stood by the side of lgbtq folks for years myself being gay i try to only use my closet for apparel but living in a city where theyâ€™d rather kill the different than try to live in harmony i have
0,just got up. and going out later.  yayyy.
0,@PicturePostcard search up Restaurant City application on facebook 
1,read the time stamps on my phone and tell me what is wrong with this picture 
1,if anyone would like to write my essay for me itâ€™d be greatly appreciated iâ€™m currently drowning in homework 
1,i donâ€™t want to try anymore
1,just dont give up trying to succ what you really want to succ where succ is love and inspiration i dont think you can go wrong
0,@laurange You better believe it  Don't panic! There's still time!
0,@Katnkyeri MAD RESPECT to you! 
1,whenipass my wife is going to find a random diary about some fake secret life that i lived and at the end it will say april fools!
0,@justG Great to hear G! Very glad your Uncle's doing alright 
